order_id,order_date,order_year,order_month,customer_id,customer_name,segment,product_id,product_name,category_name,sub_category_name,country,state,city,region_name,sales
CA-2016-117415,2016-12-27,2016,12,SN-20710,Steve Nguyen,Home Office,OFF-EN-10002986,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Office Supplies,Envelopes,United States,Texas,Houston,Central,113.328
CA-2016-117415,2016-12-27,2016,12,SN-20710,Steve Nguyen,Home Office,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,United States,Texas,Houston,Central,532.3992
CA-2016-117415,2016-12-27,2016,12,SN-20710,Steve Nguyen,Home Office,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs,United States,Texas,Houston,Central,212.058
CA-2016-117415,2016-12-27,2016,12,SN-20710,Steve Nguyen,Home Office,TEC-PH-10000486,Plantronics HL10 Handset Lifter,Technology,Phones,United States,Texas,Houston,Central,371.168
CA-2018-120999,2018-09-10,2018,9,LC-16930,Linda Cazamias,Corporate,TEC-PH-10004093,Panasonic Kx-TS550,Technology,Phones,United States,Illinois,Naperville,Central,147.168
CA-2017-101343,2017-07-17,2017,7,RA-19885,Ruben Ausman,Corporate,OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",Office Supplies,Storage,United States,California,Los Angeles,West,77.88
CA-2018-139619,2018-09-19,2018,9,ES-14080,Erin Smith,Corporate,OFF-ST-10003282,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Office Supplies,Storage,United States,Florida,Melbourne,South,95.616
CA-2017-118255,2017-03-11,2017,3,ON-18715,Odella Nelson,Corporate,TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Accessories,United States,Minnesota,Eagan,Central,45.98
CA-2017-118255,2017-03-11,2017,3,ON-18715,Odella Nelson,Corporate,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,United States,Minnesota,Eagan,Central,17.46
CA-2015-146703,2015-10-20,2015,10,PO-18865,Patrick O'Donnell,Consumer,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,Storage,United States,Michigan,Westland,Central,211.96
CA-2017-169194,2017-06-20,2017,6,LH-16900,Lena Hernandez,Consumer,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,Accessories,United States,Delaware,Dover,East,45.0
CA-2017-169194,2017-06-20,2017,6,LH-16900,Lena Hernandez,Consumer,TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Phones,United States,Delaware,Dover,East,21.8
CA-2016-115742,2016-04-18,2016,4,DP-13000,Darren Powers,Consumer,OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies,Binders,United States,Indiana,New Albany,Central,38.22
CA-2016-115742,2016-04-18,2016,4,DP-13000,Darren Powers,Consumer,OFF-LA-10002762,Avery 485,Office Supplies,Labels,United States,Indiana,New Albany,Central,75.18
CA-2016-115742,2016-04-18,2016,4,DP-13000,Darren Powers,Consumer,FUR-FU-10001706,Longer-Life Soft White Bulbs,Furniture,Furnishings,United States,Indiana,New Albany,Central,6.16
CA-2016-115742,2016-04-18,2016,4,DP-13000,Darren Powers,Consumer,FUR-CH-10003061,"Global Leather Task Chair, Black",Furniture,Chairs,United States,Indiana,New Albany,Central,89.99
CA-2017-105816,2017-12-11,2017,12,JM-15265,Janet Molinari,Corporate,OFF-FA-10000304,Advantus Push Pins,Office Supplies,Fasteners,United States,New York,New York City,East,15.26
CA-2017-105816,2017-12-11,2017,12,JM-15265,Janet Molinari,Corporate,TEC-PH-10002447,AT&T CL83451 4-Handset Telephone,Technology,Phones,United States,New York,New York City,East,1029.95
CA-2017-111682,2017-06-17,2017,6,TB-21055,Ted Butterfield,Consumer,OFF-ST-10000604,Home/Office Personal File Carts,Office Supplies,Storage,United States,New York,Troy,East,208.56
CA-2017-111682,2017-06-17,2017,6,TB-21055,Ted Butterfield,Consumer,OFF-PA-10001569,Xerox 232,Office Supplies,Paper,United States,New York,Troy,East,32.4
CA-2017-111682,2017-06-17,2017,6,TB-21055,Ted Butterfield,Consumer,FUR-CH-10003968,Novimex Turbo Task Chair,Furniture,Chairs,United States,New York,Troy,East,319.41
CA-2017-111682,2017-06-17,2017,6,TB-21055,Ted Butterfield,Consumer,OFF-PA-10000587,"Array Parchment Paper, Assorted Colors",Office Supplies,Paper,United States,New York,Troy,East,14.56
CA-2017-111682,2017-06-17,2017,6,TB-21055,Ted Butterfield,Consumer,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,Accessories,United States,New York,Troy,East,30.0
CA-2017-111682,2017-06-17,2017,6,TB-21055,Ted Butterfield,Consumer,OFF-BI-10001460,Plastic Binding Combs,Office Supplies,Binders,United States,New York,Troy,East,48.48
CA-2017-111682,2017-06-17,2017,6,TB-21055,Ted Butterfield,Consumer,OFF-AR-10001868,Prang Dustless Chalk Sticks,Office Supplies,Art,United States,New York,Troy,East,1.68
CA-2016-135545,2016-11-24,2016,11,KM-16720,Kunst Miller,Consumer,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Technology,Accessories,United States,California,Los Angeles,West,13.98
CA-2016-135545,2016-11-24,2016,11,KM-16720,Kunst Miller,Consumer,OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,Binders,United States,California,Los Angeles,West,25.824
CA-2016-135545,2016-11-24,2016,11,KM-16720,Kunst Miller,Consumer,OFF-PA-10003892,Xerox 1943,Office Supplies,Paper,United States,California,Los Angeles,West,146.73
CA-2016-135545,2016-11-24,2016,11,KM-16720,Kunst Miller,Consumer,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,Furniture,Furnishings,United States,California,Los Angeles,West,79.76
US-2016-164175,2016-04-30,2016,4,PS-18970,Paul Stevenson,Home Office,FUR-CH-10001146,"Global Task Chair, Black",Furniture,Chairs,United States,Illinois,Chicago,Central,213.115
CA-2015-106376,2015-12-05,2015,12,BS-11590,Brendan Sweed,Corporate,OFF-AR-10002671,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Office Supplies,Art,United States,Arizona,Gilbert,West,1113.024
CA-2015-106376,2015-12-05,2015,12,BS-11590,Brendan Sweed,Corporate,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,Technology,Phones,United States,Arizona,Gilbert,West,167.968
CA-2017-119823,2017-06-04,2017,6,KD-16270,Karen Daniels,Consumer,OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,United States,Virginia,Springfield,South,75.88
CA-2017-106075,2017-09-18,2017,9,HM-14980,Henry MacAllister,Consumer,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,Binders,United States,New York,New York City,East,4.616
CA-2018-114440,2018-09-14,2018,9,TB-21520,Tracy Blumstein,Consumer,OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Paper,United States,Michigan,Jackson,Central,19.05
US-2016-134026,2016-04-26,2016,4,JE-15745,Joel Eaton,Consumer,FUR-CH-10000513,High-Back Leather Manager's Chair,Furniture,Chairs,United States,Tennessee,Memphis,South,831.936
US-2016-134026,2016-04-26,2016,4,JE-15745,Joel Eaton,Consumer,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,Furnishings,United States,Tennessee,Memphis,South,97.04
US-2016-134026,2016-04-26,2016,4,JE-15745,Joel Eaton,Consumer,OFF-ST-10004123,Safco Industrial Wire Shelving System,Office Supplies,Storage,United States,Tennessee,Memphis,South,72.784
US-2018-118038,2018-12-09,2018,12,KB-16600,Ken Brennan,Corporate,OFF-BI-10004182,Economy Binders,Office Supplies,Binders,United States,Texas,Houston,Central,1.248
US-2018-118038,2018-12-09,2018,12,KB-16600,Ken Brennan,Corporate,FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",Furniture,Furnishings,United States,Texas,Houston,Central,9.708
US-2018-118038,2018-12-09,2018,12,KB-16600,Ken Brennan,Corporate,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,United States,Texas,Houston,Central,27.24
US-2015-147606,2015-11-26,2015,11,JE-15745,Joel Eaton,Consumer,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture,Furnishings,United States,Texas,Houston,Central,19.3
CA-2017-127208,2017-06-12,2017,6,SC-20770,Stewart Carmichael,Corporate,OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,Appliances,United States,Alabama,Decatur,South,208.16
CA-2017-127208,2017-06-12,2017,6,SC-20770,Stewart Carmichael,Corporate,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Binders,United States,Alabama,Decatur,South,16.74
CA-2015-139451,2015-10-12,2015,10,DN-13690,Duane Noonan,Consumer,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,Art,United States,California,San Francisco,West,14.9
CA-2015-139451,2015-10-12,2015,10,DN-13690,Duane Noonan,Consumer,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,Storage,United States,California,San Francisco,West,21.39
CA-2016-149734,2016-09-03,2016,9,JC-16105,Julie Creighton,Corporate,OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,Envelopes,United States,North Carolina,Durham,South,200.984
US-2018-119662,2018-11-13,2018,11,CS-12400,Christopher Schild,Home Office,OFF-ST-10003656,Safco Industrial Wire Shelving,Office Supplies,Storage,United States,Illinois,Chicago,Central,230.376
CA-2018-140088,2018-05-28,2018,5,PO-18865,Patrick O'Donnell,Consumer,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,Furniture,Chairs,United States,South Carolina,Columbia,South,301.96
CA-2018-155558,2018-10-26,2018,10,PG-18895,Paul Gonzalez,Consumer,TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,Accessories,United States,Minnesota,Rochester,Central,19.99
CA-2018-155558,2018-10-26,2018,10,PG-18895,Paul Gonzalez,Consumer,OFF-LA-10000134,Avery 511,Office Supplies,Labels,United States,Minnesota,Rochester,Central,6.16
CA-2017-159695,2017-04-05,2017,4,GM-14455,Gary Mitchum,Home Office,OFF-ST-10003442,Eldon Portable Mobile Manager,Office Supplies,Storage,United States,Texas,Houston,Central,158.368
CA-2017-109806,2017-09-17,2017,9,JS-15685,Jim Sink,Corporate,OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,Office Supplies,Art,United States,California,Los Angeles,West,20.1
CA-2017-109806,2017-09-17,2017,9,JS-15685,Jim Sink,Corporate,TEC-PH-10004093,Panasonic Kx-TS550,Technology,Phones,United States,California,Los Angeles,West,73.584
CA-2017-109806,2017-09-17,2017,9,JS-15685,Jim Sink,Corporate,OFF-PA-10000304,Xerox 1995,Office Supplies,Paper,United States,California,Los Angeles,West,6.48
CA-2016-149587,2016-01-31,2016,1,KB-16315,Karl Braun,Consumer,OFF-PA-10003177,Xerox 1999,Office Supplies,Paper,United States,Minnesota,Minneapolis,Central,12.96
CA-2016-149587,2016-01-31,2016,1,KB-16315,Karl Braun,Consumer,FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",Furniture,Furnishings,United States,Minnesota,Minneapolis,Central,53.34
CA-2016-149587,2016-01-31,2016,1,KB-16315,Karl Braun,Consumer,OFF-BI-10002852,Ibico Standard Transparent Covers,Office Supplies,Binders,United States,Minnesota,Minneapolis,Central,32.96
US-2018-109484,2018-11-06,2018,11,RB-19705,Roger Barcio,Home Office,OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,Binders,United States,Oregon,Portland,West,5.682
CA-2018-161018,2018-11-09,2018,11,PN-18775,Parhena Norris,Home Office,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,United States,New York,New York City,East,96.53
CA-2018-157833,2018-06-17,2018,6,KD-16345,Katherine Ducich,Consumer,OFF-BI-10001721,Trimflex Flexible Post Binders,Office Supplies,Binders,United States,California,San Francisco,West,51.312
CA-2017-149223,2017-09-06,2017,9,ER-13855,Elpida Rittenbach,Corporate,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances,United States,Minnesota,Saint Paul,Central,77.88
CA-2017-158568,2017-08-29,2017,8,RB-19465,Rick Bensley,Home Office,OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,Office Supplies,Paper,United States,Illinois,Chicago,Central,64.624
CA-2017-158568,2017-08-29,2017,8,RB-19465,Rick Bensley,Home Office,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,United States,Illinois,Chicago,Central,95.976
CA-2017-158568,2017-08-29,2017,8,RB-19465,Rick Bensley,Home Office,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,Binders,United States,Illinois,Chicago,Central,1.788
CA-2017-129903,2017-12-01,2017,12,GZ-14470,Gary Zandusky,Consumer,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Office Supplies,Paper,United States,Minnesota,Rochester,Central,23.92
US-2016-156867,2016-11-13,2016,11,LC-16870,Lena Cacioppo,Consumer,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,Technology,Accessories,United States,Colorado,Aurora,West,238.896
US-2016-156867,2016-11-13,2016,11,LC-16870,Lena Cacioppo,Consumer,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,Furnishings,United States,Colorado,Aurora,West,102.36
US-2016-156867,2016-11-13,2016,11,LC-16870,Lena Cacioppo,Consumer,OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,Binders,United States,Colorado,Aurora,West,36.882
CA-2018-119004,2018-11-23,2018,11,JM-15250,Janet Martin,Consumer,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,Accessories,United States,North Carolina,Charlotte,South,74.112
CA-2018-119004,2018-11-23,2018,11,JM-15250,Janet Martin,Consumer,TEC-PH-10002844,Speck Products Candyshell Flip Case,Technology,Phones,United States,North Carolina,Charlotte,South,27.992
CA-2018-119004,2018-11-23,2018,11,JM-15250,Janet Martin,Consumer,OFF-AR-10000390,Newell Chalk Holder,Office Supplies,Art,United States,North Carolina,Charlotte,South,3.304
CA-2016-129476,2016-10-15,2016,10,PA-19060,Pete Armstrong,Home Office,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,Technology,Accessories,United States,Illinois,Orland Park,Central,339.96
CA-2018-146780,2018-12-25,2018,12,CV-12805,Cynthia Voltz,Corporate,FUR-FU-10001934,Magnifier Swing Arm Lamp,Furniture,Furnishings,United States,New York,New York City,East,41.96
CA-2017-128867,2017-11-03,2017,11,CL-12565,Clay Ludtke,Consumer,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,United States,Iowa,Urbandale,Central,75.96
CA-2017-128867,2017-11-03,2017,11,CL-12565,Clay Ludtke,Consumer,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",Office Supplies,Binders,United States,Iowa,Urbandale,Central,27.24
CA-2015-115259,2015-08-25,2015,8,RC-19960,Ryan Crowe,Consumer,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners,United States,Ohio,Columbus,East,40.096
CA-2015-115259,2015-08-25,2015,8,RC-19960,Ryan Crowe,Consumer,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,Envelopes,United States,Ohio,Columbus,East,4.72
CA-2015-115259,2015-08-25,2015,8,RC-19960,Ryan Crowe,Consumer,OFF-PA-10004965,Xerox 1921,Office Supplies,Paper,United States,Ohio,Columbus,East,23.976
CA-2015-115259,2015-08-25,2015,8,RC-19960,Ryan Crowe,Consumer,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Envelopes,United States,Ohio,Columbus,East,130.464
CA-2016-110457,2016-03-02,2016,3,DK-13090,Dave Kipp,Consumer,FUR-TA-10001768,Hon Racetrack Conference Tables,Furniture,Tables,United States,Washington,Seattle,West,787.53
US-2016-136476,2016-04-05,2016,4,GG-14650,Greg Guthrie,Corporate,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,United States,Tennessee,Bristol,South,157.794
CA-2017-103730,2017-06-12,2017,6,SC-20725,Steven Cartwright,Consumer,FUR-FU-10002157,Artistic Insta-Plaque,Furniture,Furnishings,United States,Delaware,Wilmington,East,47.04
CA-2017-103730,2017-06-12,2017,6,SC-20725,Steven Cartwright,Consumer,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,United States,Delaware,Wilmington,East,30.84
CA-2017-103730,2017-06-12,2017,6,SC-20725,Steven Cartwright,Consumer,OFF-ST-10000777,"Companion Letter/Legal File, Black",Office Supplies,Storage,United States,Delaware,Wilmington,East,226.56
CA-2017-103730,2017-06-12,2017,6,SC-20725,Steven Cartwright,Consumer,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes,United States,Delaware,Wilmington,East,115.02
CA-2017-103730,2017-06-12,2017,6,SC-20725,Steven Cartwright,Consumer,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Technology,Phones,United States,Delaware,Wilmington,East,68.04
US-2015-152030,2015-12-26,2015,12,AD-10180,Alan Dominguez,Home Office,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,United States,Texas,Houston,Central,600.558
US-2015-134614,2015-09-20,2015,9,PF-19165,Philip Fox,Consumer,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Furniture,Tables,United States,Illinois,Bloomington,Central,617.7
US-2018-107272,2018-11-05,2018,11,TS-21610,Troy Staebel,Consumer,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders,United States,Arizona,Phoenix,West,2.388
US-2018-107272,2018-11-05,2018,11,TS-21610,Troy Staebel,Consumer,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,Storage,United States,Arizona,Phoenix,West,243.992
US-2017-125969,2017-11-06,2017,11,LS-16975,Lindsay Shagiari,Home Office,FUR-CH-10001146,"Global Task Chair, Black",Furniture,Chairs,United States,California,Los Angeles,West,81.424
US-2017-125969,2017-11-06,2017,11,LS-16975,Lindsay Shagiari,Home Office,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings,United States,California,Los Angeles,West,238.56
US-2018-164147,2018-02-02,2018,2,DW-13585,Dorothy Wardle,Corporate,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,Phones,United States,Ohio,Columbus,East,59.97
US-2018-164147,2018-02-02,2018,2,DW-13585,Dorothy Wardle,Corporate,OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Office Supplies,Paper,United States,Ohio,Columbus,East,78.304
